brand,car_model,datetime,desc,id,id_,problem,status,type,type_
一汽-大众,探岳,2020-08-26,一汽大众探岳大灯亮度低中控台和顶棚异响,,514078,"H164,H93,H82,",处理反馈,,2019款 330TSI 两驱 豪华型 国Ⅵ
一汽-大众奥迪,奥迪A4L,2020-08-26,一汽大众奥迪A4L高速行驶时变速器故障灯亮,,514075,"B96,B84,",信息审核,,2019款 40 TFSI 时尚型 国VI
东风日产,楼兰,2020-08-26,东风日产楼兰油电切换时变速箱顿挫异响,,514074,"A9,B33,B19,",处理反馈,,2017款 2.5T S/C HEV XE 四驱 混动尊尚版
东风标致,标致408,2020-08-26,东风标致408固特异轮胎出现开裂的现象,,514072,"F100,",处理反馈,,2014款 1.8L 自动 豪华版
广汽本田,雅阁,2020-08-26,广汽本田雅阁远光灯无法关闭要求处理,,514071,"H71,",处理反馈,,2006款 2.4 自动 豪华版
丰田（进口）,普拉多（进口）,2020-08-26,进口丰田普拉多发动机号与登记证不一致,,514067,"O353,",信息审核,,2014款 2.7L 自动 豪华版 7座
东风日产,轩逸,2020-08-26,东风日产轩逸变速箱故障4S店维修后未解决,,514065,"B96,B334,J298,",用户评分,,2019款 1.6XL CVT 豪华版 经典
北汽新能源,北汽新能源EX,2020-08-26,北汽新能源EX行驶跑偏 电池续航不准,,514064,"G117,H344,J298,K307,",处理反馈,,2018款 EX360 新尚版
东风本田,本田XR-V,2020-08-26,东风本田XR-V更换电磁阀后加速异响,,514061,"B33,",用户评分,,2017款 1.5L LXi CVT 经典版
东风日产,轩逸,2020-08-26,东风日产轩逸发动机异响 玻璃升降失效,,514060,"A9,H89,H67,H192,",处理反馈,,2012款 1.6L XL CVT 豪华版
长安汽车,长安欧尚CX70,2020-08-26,长安欧尚CX70发动机无法启动希望厂家解决,,514058,"A44,",处理反馈,,2017款 CX70T 1.5T 手动 豪擎版 改款
一汽-大众,探岳,2020-08-26,一汽大众探岳变速箱顿挫升降挡异响,,514051,"B33,B19,",处理反馈,,2020款 280TSI 两驱 豪华智联版
东风日产,奇骏,2020-08-26,东风日产奇骏C柱漏水希望厂家解决处理,,514040,"H109,",用户评分,,2019款 2.0L CVT 智联舒适版 5座 2WD
一汽-大众,速腾,2020-08-26,一汽大众速腾大灯发白亮度低影响行车安全,,514038,"H82,",用户评分,,2019款 280TSI DSG 舒适型 国VI
东风日产,轩逸,2020-08-26,东风日产轩逸机舱内前悬挂塔顶积水生锈,,514036,"H79,",处理反馈,,2019款 1.6XE CVT 舒适版 经典
一汽-大众奥迪,奥迪A6L新能源,2020-08-26,一汽大众奥迪A6L新能源新车发动机漏机油,,514035,"A12,",信息审核,,2020款 55 TFSI e quattro
一汽大众,捷达VS5,2020-08-26,一汽大众捷达VS5变速箱打齿异响,,514033,"B33,",用户评分,,2019款 280TSI 手动 进取型
广汽丰田,凯美瑞,2020-08-25,广汽丰田凯美瑞主动刹车不灵敏 仪表不准确,,514031,"H202,H170,",用户评分,,2019款 2.0G 豪华版 国V
长安汽车,长安CS85 COUPE,2020-08-25,长安CS85 COUPE减震器漏油 车门异响,,514030,"G25,G210,H72,I295,",厂家受理,,2019款 2.0T 自动 品版 国V
众泰汽车,众泰T300,2020-08-25,众泰T300售后服务站不予保修要求解决,,514028,"I297,",信息审核,,2017款 1.5T CVT 尊享型
海马汽车,海马M6,2020-08-25,海马M6车身多处生锈希望厂家处理问题,,514023,"H79,",处理反馈,,2015款 1.5T 手动 豪华型
吉利汽车,帝豪GS,2020-08-25,吉利帝豪GS承诺退订金未兑现希望厂家处理,,514022,"K309,",处理反馈,,2019款 1.4T CVT 雅
广汽丰田,雷凌,2020-08-25,广汽丰田雷凌车身色差严重要求给予处理,,514018,"H201,",处理反馈,,2021款 185T CVT 豪华版
上汽大众,凌渡,2020-08-25,上汽大众凌渡变速箱拖挡顿挫异响严重,,514017,"A9,A35,B33,B19,",处理反馈,,2019款 230TSI DSG 风尚版 国V
北京现代,领动,2020-08-25,北京现代领动行驶中变速箱有拖挡现象,,514011,"B69,",信息审核,,2019款 1.4T 双离合 炫动·活力型
一汽-大众,迈腾,2020-08-25,一汽大众迈腾新车车身漏水要求给予处理,,514002,"H109,",处理反馈,,2020款 330TSI DSG 豪华型
猎豹汽车,Mattu,2020-08-25,猎豹Mattu变速箱无法加速4S店退网无售后,,514001,"B334,O326,",信息审核,,2018款 1.6T GDI DCT 精英型
Jeep（进口）,自由客,2020-08-25,进口Jeep自由客车内异味严重要求厂家解决,,513996,"H185,",厂家受理,,2014款 2.0L CVT 运动增强版 5座
一汽-大众,迈腾,2020-08-25,一汽大众迈腾车内存在刺鼻的异味,,513994,"H185,",处理反馈,,2015款 1.8TSI 豪华型
东风裕隆,优6 SUV,2020-08-25,纳智捷优6 SUV厂家召回却一直没有货,,513992,"N318,",处理反馈,,2015款 1.8T 智尊型
江淮汽车,瑞风S7,2020-08-25,江淮瑞风S7冷车刹车时出现异响,,513987,"E43,",用户评分,,2017款 2.0T 手动 豪华型
东风标致,标致308,2020-08-25,东风标致308方向盘抖动间隙大影响安全,,513977,"D337,",信息审核,,2014款 乐享版 经典 1.6L 自动 优尚型
东风本田,INSPIRE,2020-08-25,东风本田INSPIRE转向异响多次维修未解决,,513976,"D59,",用户评分,,2019款 锐·混动 2.0L 净越版 国V
上汽大众,朗逸,2020-08-25,上汽大众朗逸厂家提供赠送积分活动未兑现,,513975,"L313,",处理反馈,,2019款 1.5L 自动 舒适版 国VI
一汽-大众,高尔夫,2020-08-25,一汽大众高尔夫车内隔音棉异味无法解决,,513969,"H185,",处理反馈,,2015款 1.6L 自动 舒适型
一汽奔腾,奔腾X40,2020-08-25,一汽奔腾X40发动机缸盖维修更换后漏油,,513966,"A12,A24,",处理反馈,,2018款 1.6L 自动 互联智享型 网红版
广汽本田,皓影,2020-08-25,广汽本田皓影底盘下摆臂连接件生锈,,513965,"H79,",处理反馈,,2020款 240TURBO CVT 两驱 豪华版
华晨宝马,宝马X1,2020-08-25,华晨宝马X1维修发动机后出现多种故障,,513964,"J301,J303,",信息审核,,2016款 xDrive20Li 豪华型
猎豹汽车,Mattu,2020-08-25,猎豹Mattu变速箱无法加速 发动机异响,,513963,"A9,B334,",信息审核,,2018款 1.6T GDI DCT 舒适型
吉利汽车,帝豪GL,2020-08-25,吉利帝豪GL车型配置和减少要求厂家尽快处理,,513960,"Q350,",处理反馈,,2020款 1.4T 手动 豪华型
广汽本田,缤智,2020-08-25,广汽本田缤智镀铬装饰条腐蚀氧化严重,,513958,"H79,H81,",处理反馈,,2019款 220 TURBO CVT 豪华版 国VI
上汽大众,朗行,2020-08-25,上汽大众朗行大灯龟裂 空调不制冷,,513957,"H101,H220,",处理反馈,,2017款 1.6L 自动 风尚版
奔驰（进口）,奔驰A级（进口）,2020-08-25,进口奔驰A级仪表提示变速箱故障灯亮,,513955,"B96,B84,",信息审核,,2011款 1.5L  CVT 160
上汽大众,朗逸,2020-08-25,上汽大众朗逸空调漏水漆面生锈严重,,513950,"H79,H101,",用户评分,,2018款 1.5L 自动 舒适版 国V
一汽-大众奥迪,奥迪Q5,2020-08-25,一汽大众奥迪Q5挂D挡时车身有抖动现象,,513949,"H268,",信息审核,,2017款 2.0T 40 TFSI 技术型
北京现代,领动,2020-08-25,北京现代领动发动机螺丝渗油车门锈蚀,,513943,"A12,H79,",处理反馈,,2016款 1.6L 自动 智炫·精英型
一汽丰田,RAV4荣放,2020-08-25,一汽丰田RAV4荣放发动机舱进泥浆,,513940,"Q322,",信息审核,,2020款 2.0L CVT 四驱 风尚版
一汽-大众,速腾,2020-08-25,一汽大众速腾动力不足 换挡顿挫 底盘异响,,513936,"A163,B19,G56,",处理反馈,,2017款 1.6L 自动 舒适型
东风标致,标致408,2020-08-25,东风标致408发动机烧机油希望尽快处理,,513929,"A63,",处理反馈,,2015款 1.2T 自动 豪华版
广汽本田,奥德赛,2020-08-25,广汽本田奥德赛发动机异响VTC执行器损坏,,513925,"A9,",处理反馈,,2015款 2.4L 至尊版 改款
一汽-大众,速腾,2020-08-25,一汽大众速腾韩泰轮胎有裂缝希望厂家处理,,513920,"F100,",处理反馈,,2018款 280TSI DSG熠动版
一汽-大众,探岳,2020-08-25,一汽大众探岳内饰板电镀层爆皮发动机怠速不稳,,513919,"A35,H81,",处理反馈,,2020款 330TSI 两驱 豪华智联版
东风汽车,御风,2020-08-25,东风御风尿素泵故障4S无法提供配件,,513916,"H150,",信息审核,,2020款 2.3T 经济型 标配版 VAN车 短轴 中顶 3座 WP2.3
奇瑞汽车,瑞虎3,2020-08-25,奇瑞瑞虎3车身多处生锈 车内异味严重,,513911,"H79,H185,",处理反馈,,2014款 1.6L 手动 智尚版 5座
北京越野,北京BJ40,2020-08-25,北京BJ40 1600-1900转时油门踏板共振,,513910,"A24,A174,B19,H268,",处理反馈,,2019款 2.3T 自动 四驱 环塔冠军版 国VI
广汽丰田,丰田C-HR,2020-08-25,广汽丰田C-HR漆面起泡 油箱密封圈开裂,,513903,"H81,H168,",处理反馈,,2018款 2.0L 豪华天窗版 国VI
东风日产,劲客,2020-08-25,东风日产劲客前挡风玻璃密封胶严重老化,,513901,"H168,",处理反馈,,2017款 1.5L CVT 智行版
东风启辰,启辰T90,2020-08-25,启辰T90私自拆卸零件补贴未兑现不开发票,,513898,"E29,O353,",信息审核,,2018款 2.0L CVT 智联领尚版 国VI
北汽银翔,幻速S3L,2020-08-25,北汽幻速S3L天窗漏水 经销商无配件,,513897,"H90,N318,",信息审核,,2016款 1.5L 尊贵型
上汽大众,途岳,2020-08-25,上汽大众途岳发动机故障灯多次报警,,513896,"A34,J298,",处理反馈,,2019款 280TSI 两驱 风尚版 国V
东风雪铁龙,C4世嘉,2020-08-25,东风雪铁龙C4世嘉方向盘松动异响 ABS报警,,513895,"D59,D80,E74,",处理反馈,,2016款 1.6L 手动 豪华型
长城汽车,长城C50,2020-08-25,长城C50车身多处生锈发动机烧机油严重,,513894,"A63,G245,H79,H149,",用户评分,,2012款 1.5T 精英型
大众（进口）,途锐,2020-08-25,进口大众途锐发动机气门室盖垫处漏油,,513888,"A12,",信息审核,,2020款 3.0TSI 锐享版 国VI
东风标致,标致308,2020-08-25,东风标致308变速箱顿挫希望尽快处理,,513885,"B19,",处理反馈,,2014款 乐享版 经典 1.6L 自动 优尚型
东风标致,标致2008,2020-08-25,东风标致2008 4S店强制要求购买库存车,,513877,"K325,",处理反馈,,2020款 230THP 风尚天窗版
沃尔沃亚太,沃尔沃S90,2020-08-25,沃尔沃亚太S90车内共振异响希望处理,,513876,"H268,H164,",信息审核,,2020款 T5 智逸豪华版
沃尔沃亚太,沃尔沃S60新能源,2020-08-25,沃尔沃S60新能源空调压缩机故障导致不制冷,,513874,"H101,",信息审核,,2015款 2.0T 智驭版 E驱混动
广汽丰田,汉兰达,2020-08-25,广汽丰田汉兰达低速行驶变速箱顿挫异响,,513872,"B33,B19,",处理反馈,,2018款 2.0T 四驱 尊贵版 7座 国VI
上汽大众,凌渡,2020-08-25,上汽大众凌渡冷车行驶时刹车盘有异响,,513869,"E43,",处理反馈,,2019款 230TSI DSG 视野版 国VI
北京现代,索纳塔九,2020-08-25,北京现代索纳塔九导航黑屏死机要求更换,,513861,"H134,",处理反馈,,2015款 1.6T 双离合 GLS智能型
上汽大众,桑塔纳,2020-08-25,上汽大众桑塔纳发动机运转时噪音大,,513855,"A38,",处理反馈,,2019款 1.5L 手动 风尚版 国VI
北京现代,领动,2020-08-25,北京现代领动变速箱异响失去动力要求处理,,513854,"B33,B334,G117,H79,I295,J298,",处理反馈,,2019款 1.4T 双离合 炫动·活力型
广汽本田,飞度,2020-08-25,广汽本田飞度起动机故障导致启动困难,,513850,"A44,",处理反馈,,2014款 1.5L CVT LX舒适型
广汽菲克菲亚特,致悦,2020-08-25,广汽菲亚特致悦行驶中变速箱失去动力,,513849,"B334,",厂家受理,,2014款 1.4T 自动 舒适型
吉利汽车,帝豪GL,2020-08-25,吉利帝豪GL下雨天前车门无法解锁 把手掉漆,,513845,"H81,H68,H103,H197,",处理反馈,,2017款 1.8L 手动 精英型
一汽大众,捷达VS5,2020-08-25,捷达VS5玲珑轮胎开裂存在质量问题,,513842,"F100,",处理反馈,,2019款 280TSI 自动 进取型
北京现代,悦动,2020-08-25,北京现代悦动发动机出现启动困难,,513841,"A44,",处理反馈,,2018款 1.6L 自动 悦目版 GL 国VI
东风日产,逍客,2020-08-25,东风日产逍客行驶中变速箱顿挫4S店不予保修,,513840,"B19,I297,",处理反馈,,2017款 2.0L CVT 精英版 国V
广汽讴歌,讴歌CDX,2020-08-25,广汽讴歌CDX加速时动力电池异味要求解决,,513838,"Q322,",用户评分,,2018款 2.0L 两驱 创享版 Hybrid
广汽丰田,汉兰达,2020-08-25,广汽丰田汉兰达挡把掉皮 挂挡时挡杆处异响,,513835,"B184,H179,",用户评分,,2018款 2.0T 四驱 豪华版 7座 国V
北京现代,领动,2020-08-25,北京现代领动跑高速时岀现方向卡滞,,513831,"D123,",处理反馈,,2016款 1.6L 自动 智炫·精英型
东风标致,标致4008,2020-08-25,东风标致4008续保押金到期不退还,,513830,"K309,",用户评分,,2019款 400THP 尝先版
东风日产,奇骏,2020-08-25,东风日产奇骏行驶中刹车过硬刹车失灵,,513824,"E29,E333,",处理反馈,,2014款 2.0L XL CVT 两驱 舒适版
一汽-大众,高尔夫,2020-08-25,一汽大众高尔夫变速箱故障 离合器飞轮损坏,,513823,"B96,C17,",处理反馈,,2011款 1.6 自动 舒适型
